id|nome|lat|lon|codeserc|tipologia|indirizzo|cap|comune|provincia|stelle|email|url|telefono|
13939|B&B CASA GREGORI|44.079324499999998|10.097676999999999|045003ALL0004|Alloggi Privati|Via CAVAIOLA 29 - Loc. Fossone|54033|Carrara|MS|0|michele@casagregori.it|www.casagregori.it|0039-0585-55975|
14062|GALLERIA ARS APUA|44.066611199999997|10.1241165|045003ALL0005|Alloggi Privati|Via ANTICA DI BERGIOLA 1 - Loc. Bergiola|54033|Carrara|MS|0|info@g-arsapua.com|www.g-arsapua.com|0039-0585-70496|
14020|La Volta B & B|44.068750000000001|10.078011|045003ALL0008|Alloggi Privati|Via MAGENTA 30 - Loc. Fossola|54033|Carrara|MS|0|verdinar@libero.it|www.lavolta.biz|0339-0585-040370|
17056|LA CASA GIALLINA|44.0504435|10.0295202|045003ALL0010|Alloggi Privati|Via Battilana, 17 - Loc. Marina di Carrara - Fraz. Battilana|54033|Carrara|MS|0|lacasagiallina@gmail.com||0039-0585-634391|
17371|VILLA REBECCA|44.069626999999997|10.114811899999999|045003ALL0014|Alloggi Privati|Via NUOVA BERGIOLA 19/BIS - Loc. Marina di Carrara|54033|Carrara|MS|0|info@villarebeccabb-toscana.com|www.villarebeccabb-toscana.com|0039-366-1849539|
19105|IL SALICE BIANCO B&B|44.079324499999998|10.097676999999999|045003ALL0018|Alloggi Privati|Fossone Alto, 30 - Loc. CARRARA - Fraz. Fossone|54033|Carrara|MS|0|ilsalicebianco@hotmail.com|www.bedandbraekfast.it|0039-0585-857449|
19106|I Due Oleandri|44.0359604|10.043816|045003ALL0019|Alloggi Privati|Via Venezia, 26 - Loc. Marina di Carrara|54033|Carrara|MS|0|idueoleandri@yahoo.it||0039-0585-786260|
19107|IL GLICINE|44.079324499999998|10.097676999999999|045003ALL0020|Alloggi Privati|S.P. Avenza Sarzana, 58T - Loc. Avenza|54033|Carrara|MS|0|wannaw@tin.it|www.ilglicinebb.net|0039-333-9766676|
19108|LA MAGNOLIA VERDE|44.0359604|10.043816|045003ALL0021|Alloggi Privati|Via Bigioni, 77 - Loc. Marina di Carrara|54033|Carrara|MS|0|magnoliaverde52@hotmail.it||0039-0585-281058|
19615|ROSSELLI 18 B&B|44.075994999999999|10.094822000000001|045003ALL0023|Alloggi Privati|Corso Rosselli, 18 - Loc. Carrara|54033|Carrara|MS|0|rosselli18bb@icloud.com|www.bedandbreakfastcarrararosselli18.flazio.com|333-7584571|
20024|NOTTI MAGICHE B&B|44.068029799999998|10.07593159999999|045003ALL0025|Alloggi Privati|Via Casala, 3 - Loc. Fossola|54033|Carrara|MS|0|bb.nottimagiche@gmail.com|www.bbnottimagiche.net|0039-339-8859777|
21972|B&B LE TARTARUGHE|44.035967900000003|10.0438256|045003ALL0027|Alloggi Privati|Via Bulderini, 5 - Loc. Marina di Carrara|54033|Carrara|MS|0|envern@tin.it||0039-366-4413926|
23015|B&B AGAVE|44.065488899999998|10.062305800000001|045003ALL0028|Alloggi Privati|Via Monteverde 29 F - Loc. Carrara|54033|Carrara|MS|0|info@agavebeb.com|www.agavebeb.com|0039-328-6767628|
23016|IL COLLE DI MONTELIVERO|44.056189400000001|10.092942000000001|045003ALL0029|Alloggi Privati|Via Montelivero 8 - Fraz. Bonascola|54033|Carrara|MS|0|geo.morellifederico@alice.it||0039-0585-623973|
23761|L'ALBICOCCO B&B|44.046506999999998|10.029572|045003ALL0031|Alloggi Privati|Via Bassagrande 15 bis - Loc. Marina di Carrara|54033|Carrara|MS|0|giovannadellamico@gmail.com||0039-0585-1812356|
24184|B&B DA LORYLU|44.056767999999998|10.0912326|045003ALL0032|Alloggi Privati|Via Della Perla, 64 - Loc. Bonascola|54033|Carrara|MS|0|francesco.bien@virgilio.it||0039-0585-841881|
24849|VILLA COLONNATA|44.085168000000003|10.15483|045003ALL0033|Alloggi Privati|Via Fossacava, 47 - Loc. Colonnata|54033|Carrara|MS|0|villacolonnata@gmail.com|fb_villacolonnata|392-1435644|
24860|B&B BREZZA MARINA|44.039226900000003|10.035857|045003ALL0034|Alloggi Privati|Viale Colombo 31 - Loc. Marina di Carrara|54033|Carrara|MS|0|lucaragoni@gmail.com||331-1912152|
24861|CASA PAOLINA|44.0514005|10.0797592|045003ALL0035|Alloggi Privati|Via Strada Belvedere, 7 - Loc. Nazzano|54033|Carrara|MS|0|||348-7627805|
24862|B&B PORTAMI AL MARE|44.041339000000001|10.0466456|045003ALL0036|Alloggi Privati|Via Lunense, 10 bis - Loc. Marina di Carrara|54033|Carrara|MS|0|rossi.gatti@tiscali.it||347-3664276|
24863|B&B VILLA ANNA|44.066968799999998|10.0502354|045003ALL0037|Alloggi Privati|Via Monteverde, 49 - Loc. Fossone|54033|Carrara|MS|0|villaannacarrara@gmail.com|www.villaannacarrara.it|391-3109843|
24942|B&B CA' GIULIANA|44.035967900000003|10.0438256|045003ALL0038|Alloggi Privati|Via Venezia, 19/B - Loc. Marina di Carrara|54033|Carrara|MS|0|info@cagiuliana.it|www.cagiuliana.it|348-3348504|
26014|150 LATO MARE|44.079324499999998|10.097676999999999|045003BBI0001|Bed & Breakfast impr||54033|Carrara|MS|0||||
26015|LA BOTTEGA D'ARTE|44.079324499999998|10.097676999999999|045003BBI0002|Bed & Breakfast impr||54033|Carrara|MS|0||||
13705|CARRARA|44.045923500000001|10.0226293|045003CAM0001|Campeggi|Via Fabbricotti, 1 - Loc. Marina di Carrara|54033|Carrara|MS|2|info.campingcarrara@gmail.com|www.campingcarrara.it|0039-0585-780479|
13793|RIFUGIO CAI CARRARA|44.079324499999998|10.097676999999999|045003RAL0001|Rifugi|LOC CAMPOCECINA - Fraz. Campocecina|54033|Carrara|MS|0|rifugiocaicarrara@libero.it||0039-0585-841972|
17491|SUPERSPORT|44.035967900000003|10.0438256|045003STB0001|Stabilimenti Balneari|Viale Vespucci, 78 - Loc. Carrara - Fraz. Marina di Carrara|54033|Carrara|MS|0|pieroumberto.cecchini@tin.it||0039-0585-634760|
17471|AURORA|44.042029200000002|10.0260061|045003STB0002|Stabilimenti Balneari|Viale Vespucci, 74 - Loc. Marina di Carrara|54033|Carrara|MS|0|marcovatteroni@tiscali.it||0039-366-2681321|
17622|MEXICO|44.035967900000003|10.0438256|045003STB0003|Stabilimenti Balneari|amerigo vespucci, 0 - Loc. CARRARA - MARINA DI CARRARA|54033|Carrara|MS|0|||0039-0585-631623|
17574|BAGNO LUCIANO|44.035967900000003|10.0438256|045003STB0004|Stabilimenti Balneari|Viale Amerigo Vespucci, 26 - Loc. Marina di Carrara|54033|Carrara|MS|0|lucianobeach26@gmail.com||0039-0585-630580|
17463|NETTUNO|44.038048600000003|10.0340512|045003STB0005|Stabilimenti Balneari|Viale Vespucci, 36 - Loc. Marina di Carrara - Fraz. Marina|54033|Carrara|MS|0|info@hotelnedy.it||0039-0585-785396|
17523|LIDO LEDA|44.035967900000003|10.0438256|045003STB0006|Stabilimenti Balneari|Viale Cristoforo Colombo, 76 - Loc. Marina di Carrara|54033|Carrara|MS|0|valyvaly88@hotmail.it||0039-328-5788276|
17673|FIRENZE|44.035967900000003|10.0438256|045003STB0007|Stabilimenti Balneari|Viale Cristoforo Colombo, 70 - Loc. Marina di Carrara|54033|Carrara|MS|0|info@bagnofirenze.com||0039-0585-630587|
17488|ARTIGLIO|44.041488200000003|10.026762|045003STB0008|Stabilimenti Balneari|Viale Vespucci, 74 - Loc. Marina di Carrara|54033|Carrara|MS|0|studio.ricci@legalmail.it||0039-0585-632070|
17648|PARIS|44.040732200000001|10.0286024|045003STB0009|Stabilimenti Balneari|Viale Vespucci, 64 - Loc. Marina di Carrara|54033|Carrara|MS|0|||0039-0585-785531|
17464|NUOVA ITALIA|44.039389499999999|10.0302773|045003STB0011|Stabilimenti Balneari|Viale Amerigo Vespucci, 56 - Loc. Carrara - Fraz. Marina di Carrara|54033|Carrara|MS|0|lenzi5@libero.it||0039-328-0244351|
17696|L'ORSA MAGGIORE|44.041309099999999|10.027722900000001|045003STB0012|Stabilimenti Balneari|Viale Vespucci, 28D - Loc. Marina di Carrara|54033|Carrara|MS|0|lorsamaggioresrl@virgilio.it||0039-0585-630014|
17591|LYDIA|44.035967900000003|10.0438256|045003STB0014|Stabilimenti Balneari|Viale Vespucci, 52 - Loc. Marina di Carrara|54033|Carrara|MS|0|||0039-0585-631091|
17606|LUNEZIA|44.036736599999998|10.041382|045003STB0015|Stabilimenti Balneari|Viale Colombo, 74 - Loc. Marina di carrara|54033|Carrara|MS|0|studiopaolotavasci@tavasci.it||0039-0585-75367|
17509|LE PALME|44.035967900000003|10.0438256|045003STB0016|Stabilimenti Balneari|Viale Vespucci, 70 - Loc. Marina di Carrara|54033|Carrara|MS|0|coopclea@libero.it||0039-0585-630508|
17499|GRAZIELLA|44.035967900000003|10.0438256|045003STB0017|Stabilimenti Balneari|Viale Vespucci, 68 - Loc. Marina di Carrara|54033|Carrara|MS|0|pianinim1@virgilio.it||0039-0585-631040|
17667|FLORIO|44.036736599999998|10.041382|045003STB0018|Stabilimenti Balneari|Viale Colombo, 72 - Loc. Marina di Carrara|54033|Carrara|MS|0|bagnoflorio@alice.it||0039-338-4041506|
17663|FLORIDA|44.042377999999999|10.025778000000001|045003STB0019|Stabilimenti Balneari|Viale Vespucci, 54 - Loc. Marina di Carrara|54033|Carrara|MS|0|||0039-335-334512|
17533|MORGANA|44.035967900000003|10.0438256|045003STB0020|Stabilimenti Balneari|Vespucci, 58 - Loc. CARRARA - MARINA DI CARRARA|54033|Carrara|MS|0|elenabottari@libero.it||0039-0585-788052|
17595|EXCELSIOR|44.035967900000003|10.0438256|045003STB0021|Stabilimenti Balneari|Viale Vespucci, 50 - Loc. CARRARA - MARINA DI CARRARA|54033|Carrara|MS|0|bagnoexcelsior@virgilio.it||0039-0585-630094|
17497|DORIDE|44.038546500000002|10.0318126|045003STB0022|Stabilimenti Balneari|Viale Vespucci, 28 - Loc. Marina di Carrara|54033|Carrara|MS|0|stefy.23.01.83@gmail.com||0039-0585-631326|
17507|BAGNO CONTE|44.041309099999999|10.027722900000001|045003STB0023|Stabilimenti Balneari|Viale Vespucci, 46 - Loc. Marina di Carrara|54033|Carrara|MS|0|paolagiromella@gmail.com||0039-0585-630209|
17505|ALCIONE|44.079324499999998|10.097676999999999|045003STB0024|Stabilimenti Balneari|amerigo vespucci, 80 - Loc. CARRARA - MARINA DI CARRARA|54036|Carrara|MS|0|||0039-0585-000000|
17600|STELLA DEL MARE|44.035967900000003|10.0438256|045003STB0026|Stabilimenti Balneari|Viale Colombo, 68 - Loc. Marina di Carrara|54033|Carrara|MS|0|info@hotelstelladelmare.com||0039-0585-785190|
17592|ZAZA'|44.041477899999997|10.0272477|045003STB0027|Stabilimenti Balneari|Viale Vespucci, 72 - Loc. Marina di Carrara|54033|Carrara|MS|0|||0039-0585-634450|
17628|MISTRAL|44.041595399999999|10.026657999999999|045003STB0029|Stabilimenti Balneari|Viale Vespucci, 26A - Loc. Marina di Carrara|54033|Carrara|MS|0|bagnomistral@yahoo.it||0039-0585-631316|
17490|SANDRO|44.041595399999999|10.026657999999999|045003STB0030|Stabilimenti Balneari|Viale Vespucci, 44 - Loc. Marina di Carrara|54036|Carrara|MS|0|||0039-0585-631240|
17682|SIRENA|44.038746600000003|10.031486599999999|045003STB0031|Stabilimenti Balneari|Viale Vespucci, 48 - Loc. Marina di Carrara|54033|Carrara|MS|0|brunico@gmail.com||0039-0585-630082|
17623|ROBY|44.035967900000003|10.0438256|045003STB0032|Stabilimenti Balneari|Via Colombo, 76 - Loc. CARRARA - MARINA DI CARRARA|54033|Carrara|MS|0|||0039-333-9162666|
17615|MARINO|44.035967900000003|10.0438256|045003STB0033|Stabilimenti Balneari|Viale Vespucci, 66 - Loc. Marina di Carrara|54033|Carrara|MS|0|contatti@bagnomarino.com|www.bagnomarino.com|0039-0585-789206|
17589|UNIONE|44.035967900000003|10.0438256|045003STB0034|Stabilimenti Balneari|Viale Vespucci, 40 - Loc. Marina di Carrara|54033|Carrara|MS|0|pierluigipanizza@alice.it||0039-0585-632754|
17642|BAGNO PRINCIPE|44.036736599999998|10.041382|045003STB0035|Stabilimenti Balneari|Viale Colombo 78 - Fraz. Marina di Carrara|54033|Carrara|MS|0|tiziananicodemi@gmail.com||338-3200315|
17679|SAINT VINCENT|44.042377999999999|10.025778000000001|045003STB0036|Stabilimenti Balneari|viale Vespucci, 82 - Loc. Marina di Carrara|54036|Carrara|MS|0|gemagserramenti@gemagserramenti.com||0039-0585-632147|
17537|BAGNO GIOCONDO|44.037874100000003|10.0350237|045003STB0037|Stabilimenti Balneari|Viale Vespucci, 62 - Loc. Marina di Carrara|54033|Carrara|MS|0|||0039-0585-785585|
17590|SPORT|44.079324499999998|10.097676999999999|045003STB0038|Stabilimenti Balneari|Viale Vespucci, 76 - Loc. Marina di Carrrara|54033|Carrara|MS|0|angelofarinon@gmail.com||0039-0585-780736|
17566|VENEZIA|44.035967900000003|10.0438256|045003STB0040|Stabilimenti Balneari|Viale Vespucci, 30 - Loc. Marina di Carrara|54033|Carrara|MS|0|info@bagnovenezia.eu||0039-0585-630106|
17644|PARADISO|44.035967900000003|10.0438256|045003STB0041|Stabilimenti Balneari|Viale Vespucci , 60 - Loc. Marina di Carrara|54033|Carrara|MS|0|paradiso@bagnoparadiso.com|www.bagnoparadiso.com|0039-0585-785559|
17478|DELFINO|44.036736599999998|10.041382|045003STB0042|Stabilimenti Balneari|Viale Colombo, 66 - Loc. Marina di Carrara|54033|Carrara|MS|0|cim@sysnet.it||0039-0585-785255|
17484|ALCIONE BEACH|44.042029200000002|10.0260061|045003STB0043|Stabilimenti Balneari|Viale Vespucci, 80 - Loc. Marina di Carrara|54033|Carrara|MS|0|andreanigianna@gmail.com||339-2946561|
17687|POLDA|44.0369727|10.033994099999999|045003STB0044|Stabilimenti Balneari|Viale Vespucci, 32 - Loc. Marina di Carrara|54033|Carrara|MS|0|dellamicovaleria@gmail.com||0039-348-4205508|
24302|PARADISE BEACH|44.036736599999998|10.041382|045003STB0045|Stabilimenti Balneari|Viale Colombo, 64 - Loc. Marina di Carrara|54033|Carrara|MS|0|||0039- 0585-631482|
24314|COLONIA MARINA REGINA PACIS|44.036736599999998|10.041382|045003STB0046|Stabilimenti Balneari|Viale Colombo, 54 - Loc. Marina di Carrara|54033|Carrara|MS|0|congregazione@figliedigesu.191.it||0039-0585-785315|
13962|CASTAGNOLI NELLO|44.175167899999998|10.182030299999999|045004AAT0001|Agriturismi|Via UGLIANCALDO - Loc. Ugliancaldo|54014|Casola in Lunigiana|MS|0|||0039-0585-987030|
13933|SPINO FIORITO|44.182257300000003|10.159121300000001|045004AAT0003|Agriturismi|Via PER VEDRIANO - Loc. Padula|54014|Casola in Lunigiana|MS|0|info@spinofiorito.it|www.spinofiorito.it|0039-349-2325188|
20254|LA CONCIA|44.191039000000004|10.150599|045004AAT0006|Agriturismi|Codiponte, 50 - Loc. Codiponte|54014|Casola in Lunigiana|MS|0|schonefeld@hotmail.it|www.laconcia.eu|0039-320-9652647|
